system:index,id,mean_prediction,median_prediction,sampling_year,soc_stock_tha,.geo
00000000000000000ea3,ctb0033-RO3599,3293.0,3113.0,1996,28,"{""type"":""Point"",""coordinates"":[-63.088333788181934,-8.171387403359587]}"
00000000000000000eff,ctb0033-RO3701,4014.0,3614.0,1996,28,"{""type"":""Point"",""coordinates"":[-63.916388853806836,-8.945554232753592]}"
00000000000000000f19,ctb0033-RO3727,3702.0,3503.0,1996,28,"{""type"":""Point"",""coordinates"":[-63.43277704905536,-8.01833321880111]}"
00000000000000000fa2,ctb0033-RO3897,3518.0,3094.0,1996,28,"{""type"":""Point"",""coordinates"":[-64.33861221435552,-9.284998841346109]}"
00000000000000000a62,ctb0033-RO2382,4617.0,3926.0,1996,29,"{""type"":""Point"",""coordinates"":[-63.755834461276464,-8.70083430783943]}"
00000000000000000a65,ctb0033-RO2385,3379.0,3247.0,1996,29,"{""type"":""Point"",""coordinates"":[-63.82888791383506,-8.67333503164283]}"
00000000000000000c07,ctb0033-RO2916,2857.0,2726.0,1996,29,"{""type"":""Point"",""coordinates"":[-64.8499997595689,-9.644723441529695]}"
00000000000000000c16,ctb0033-RO2931,2867.0,2735.0,1996,29,"{""type"":""Point"",""coordinates"":[-65.24360906865763,-9.806111685957061]}"
00000000000000000c35,ctb0033-RO2962,3332.0,3098.0,1996,29,"{""type"":""Point"",""coordinates"":[-65.98527796957413,-9.413055305398967]}"
00000000000000000c45,ctb0033-RO2978,3746.0,3555.0,1996,29,"{""type"":""Point"",""coordinates"":[-66.59472114695278,-9.805277834060067]}"
00000000000000000e9d,ctb0033-RO3593,3714.0,3434.0,1996,29,"{""type"":""Point"",""coordinates"":[-62.96472304787936,-8.37472241139672]}"
00000000000000000f1d,ctb0033-RO3731,4253.0,4108.0,1996,29,"{""type"":""Point"",""coordinates"":[-63.607498005632536,-8.0844438510195]}"
00000000000000000c1f,ctb0033-RO2940,2904.0,2772.0,1996,30,"{""type"":""Point"",""coordinates"":[-65.55555440105354,-9.745276170284898]}"
00000000000000000c54,ctb0033-RO2993,3543.0,3431.0,1996,30,"{""type"":""Point"",""coordinates"":[-66.40388945826952,-9.745276170284898]}"
00000000000000000f0c,ctb0033-RO3714,3955.0,3615.0,1996,30,"{""type"":""Point"",""coordinates"":[-64.00750166563189,-8.760278583982915]}"
00000000000000000a6f,ctb0033-RO2395,4291.0,4003.0,1996,31,"{""type"":""Point"",""coordinates"":[-63.91722270570383,-8.80277827612331]}"
00000000000000000c1d,ctb0033-RO2938,4187.0,3667.0,1996,31,"{""type"":""Point"",""coordinates"":[-64.56194629061736,-9.431944057461365]}"
00000000000000000c4f,ctb0033-RO2988,3832.0,3606.0,1996,31,"{""type"":""Point"",""coordinates"":[-66.47694291082811,-9.609166569729515]}"
00000000000000000c51,ctb0033-RO2990,3470.0,3233.0,1996,31,"{""type"":""Point"",""coordinates"":[-66.32166809394502,-9.666943142079013]}"
00000000000000000c57,ctb0033-RO2996,3326.0,3158.0,1996,31,"{""type"":""Point"",""coordinates"":[-66.35361309389191,-9.837222834006953]}"
00000000000000000dac,ctb0033-RO3343,2832.0,2735.0,1996,31,"{""type"":""Point"",""coordinates"":[-64.87333423538159,-9.367501129036965]}"
00000000000000000e9f,ctb0033-RO3595,3216.0,2898.0,1996,31,"{""type"":""Point"",""coordinates"":[-63.01472294799166,-8.323331271755757]}"
00000000000000000f18,ctb0033-RO3726,3874.0,3569.0,1996,31,"{""type"":""Point"",""coordinates"":[-63.388056724590356,-7.978335082351701]}"
000000000000000008dc,ctb0033-RO1893,3106.0,2768.0,1996,32,"{""type"":""Point"",""coordinates"":[-64.44416805449269,-9.199722992800009]}"
00000000000000000a60,ctb0033-RO2380,4421.0,3930.0,1996,32,"{""type"":""Point"",""coordinates"":[-63.85666811339804,-8.64416805165224]}"
00000000000000000a70,ctb0033-RO2396,3941.0,3675.0,1996,32,"{""type"":""Point"",""coordinates"":[-63.96222395353521,-8.838611612188803]}"
00000000000000000c37,ctb0033-RO2964,3650.0,3484.0,1996,32,"{""type"":""Point"",""coordinates"":[-65.9800028530279,-9.50805645334263]}"
00000000000000000f24,ctb0033-RO3738,4046.0,3646.0,1996,32,"{""type"":""Point"",""coordinates"":[-63.970277090037726,-8.494444815580685]}"
00000000000000000a2f,ctb0033-RO2331,4184.0,3040.0,1996,33,"{""type"":""Point"",""coordinates"":[-62.868611583773394,-8.25833541480073]}"
00000000000000000a72,ctb0033-RO2398,4134.0,3679.0,1996,33,"{""type"":""Point"",""coordinates"":[-64.0144444859721,-8.928890572116867]}"
00000000000000000c42,ctb0033-RO2975,3531.0,3358.0,1996,33,"{""type"":""Point"",""coordinates"":[-66.69472094717736,-9.791111270013268]}"
00000000000000000c4a,ctb0033-RO2983,3968.0,3745.0,1996,33,"{""type"":""Point"",""coordinates"":[-66.61389082238155,-9.734721478091393]}"
00000000000000000c4b,ctb0033-RO2984,3764.0,3552.0,1996,33,"{""type"":""Point"",""coordinates"":[-66.5572201070933,-9.836665446375271]}"
00000000000000000d9d,ctb0033-RO3328,3547.0,3166.0,1996,33,"{""type"":""Point"",""coordinates"":[-65.01388955968726,-9.439720729698573]}"
00000000000000000c19,ctb0033-RO2934,4044.0,3854.0,1996,34,"{""type"":""Point"",""coordinates"":[-65.10110957629266,-9.766109090406598]}"
00000000000000000c1c,ctb0033-RO2937,3669.0,3477.0,1996,34,"{""type"":""Point"",""coordinates"":[-64.63194525895435,-9.441945821124245]}"
00000000000000000c41,ctb0033-RO2974,3809.0,3613.0,1996,34,"{""type"":""Point"",""coordinates"":[-65.91555546550244,-9.689443765994703]}"
00000000000000000f23,ctb0033-RO3737,4105.0,3742.0,1996,34,"{""type"":""Point"",""coordinates"":[-63.94333520147282,-8.403612927121996]}"
00000000000000000a39,ctb0033-RO2341,,,1996,35,"{""type"":""Point"",""coordinates"":[-63.00611242385744,-8.283056671041033]}"
00000000000000000d81,ctb0033-RO3300,4211.0,3741.0,1996,35,"{""type"":""Point"",""coordinates"":[-66.23888934198885,-9.699721993922894]}"
00000000000000000dab,ctb0033-RO3342,2821.0,2736.0,1996,35,"{""type"":""Point"",""coordinates"":[-64.87583133197153,-9.353334564990163]}"
00000000000000000f30,ctb0033-RO3750,3548.0,3430.0,1996,35,"{""type"":""Point"",""coordinates"":[-63.82305540965715,-9.12305766838811]}"
00000000000000000a6b,ctb0033-RO2391,4364.0,3683.0,1996,36,"{""type"":""Point"",""coordinates"":[-63.599997797660635,-8.659444931861344]}"
00000000000000000c48,ctb0033-RO2981,4040.0,3738.0,1996,36,"{""type"":""Point"",""coordinates"":[-66.64805645465304,-9.743612925591963]}"
00000000000000000d84,ctb0033-RO3303,3471.0,3162.0,1996,36,"{""type"":""Point"",""coordinates"":[-66.0852777697987,-9.709166369954094]}"
00000000000000000f2e,ctb0033-RO3748,4343.0,4003.0,1996,36,"{""type"":""Point"",""coordinates"":[-64.05249845436222,-9.016944440619262]}"
00000000000000000fa0,ctb0033-RO3895,3544.0,3532.0,1996,36,"{""type"":""Point"",""coordinates"":[-64.31944253892675,-9.145277368937434]}"
00000000000000000a67,ctb0033-RO2387,3359.0,3117.0,1996,37,"{""type"":""Point"",""coordinates"":[-63.7280542617135,-8.611665664073673]}"
00000000000000000a71,ctb0033-RO2397,3997.0,3744.0,1996,37,"{""type"":""Point"",""coordinates"":[-63.976666981847316,-8.90472224440719]}"
00000000000000000c06,ctb0033-RO2915,3340.0,3023.0,1996,37,"{""type"":""Point"",""coordinates"":[-64.83416549172811,-9.63694231019143]}"
00000000000000000c0c,ctb0033-RO2921,3691.0,3203.0,1996,38,"{""type"":""Point"",""coordinates"":[-65.2997223963142,-9.769720962259889]}"
00000000000000000c3d,ctb0033-RO2970,3163.0,3021.0,1996,38,"{""type"":""Point"",""coordinates"":[-65.77333243740279,-9.681109706125813]}"
00000000000000000c3f,ctb0033-RO2972,3684.0,3485.0,1996,38,"{""type"":""Point"",""coordinates"":[-65.81722336907185,-9.670555013932306]}"
00000000000000000c47,ctb0033-RO2980,4386.0,3886.0,1996,38,"{""type"":""Point"",""coordinates"":[-66.73472354272782,-9.831666794094359]}"
00000000000000000c5a,ctb0033-RO2999,3724.0,3465.0,1996,38,"{""type"":""Point"",""coordinates"":[-66.23555393440088,-9.648888241913612]}"
00000000000000000f0f,ctb0033-RO3717,3609.0,3168.0,1996,38,"{""type"":""Point"",""coordinates"":[-64.1099985624464,-8.820833176288712]}"
000000000000000008e2,ctb0033-RO1899,3536.0,3186.0,1996,39,"{""type"":""Point"",""coordinates"":[-64.60666661508236,-9.241388833043407]}"
00000000000000000c4d,ctb0033-RO2986,3842.0,3749.0,1996,39,"{""type"":""Point"",""coordinates"":[-66.49166686250659,-9.776668241701158]}"
00000000000000000d9a,ctb0033-RO3325,3308.0,3153.0,1996,39,"{""type"":""Point"",""coordinates"":[-65.03416509217728,-9.390001752952651]}"
00000000000000000da0,ctb0033-RO3331,3311.0,3131.0,1996,39,"{""type"":""Point"",""coordinates"":[-65.07611185578705,-9.446387085773475]}"
00000000000000000da9,ctb0033-RO3340,3909.0,3807.0,1996,39,"{""type"":""Point"",""coordinates"":[-64.87305777111628,-9.376388117436482]}"
00000000000000000e9a,ctb0033-RO3590,3576.0,3423.0,1996,39,"{""type"":""Point"",""coordinates"":[-62.93194419603548,-8.388331587811836]}"
00000000000000000f1b,ctb0033-RO3729,4317.0,3927.0,1996,39,"{""type"":""Point"",""coordinates"":[-63.525000177042735,-8.041944158879108]}"
00000000000000000a68,ctb0033-RO2388,3410.0,3054.0,1996,40,"{""type"":""Point"",""coordinates"":[-63.72166882900496,-8.658887544229666]}"
00000000000000000bfa,ctb0033-RO2903,3360.0,3037.0,1996,40,"{""type"":""Point"",""coordinates"":[-64.64944277148807,-9.378332285495784]}"
00000000000000000e94,ctb0033-RO3584,3419.0,3202.0,1996,40,"{""type"":""Point"",""coordinates"":[-62.925554304225905,-8.11889040665737]}"
00000000000000000f1c,ctb0033-RO3730,4014.0,3838.0,1996,40,"{""type"":""Point"",""coordinates"":[-63.543612464839825,-8.074165623091307]}"
00000000000000000a29,ctb0033-RO2325,3445.0,3247.0,1996,41,"{""type"":""Point"",""coordinates"":[-62.87860888833522,-8.181389167022466]}"
00000000000000000a66,ctb0033-RO2386,3673.0,3506.0,1996,41,"{""type"":""Point"",""coordinates"":[-63.7724981219132,-8.655556595742741]}"
00000000000000000f2f,ctb0033-RO3749,3587.0,3429.0,1996,41,"{""type"":""Point"",""coordinates"":[-63.8349968822783,-9.045277568712857]}"
00000000000000000c18,ctb0033-RO2933,3340.0,3247.0,1996,42,"{""type"":""Point"",""coordinates"":[-65.2741672881769,-9.913335229888222]}"
00000000000000000c1b,ctb0033-RO2936,2949.0,2802.0,1996,42,"{""type"":""Point"",""coordinates"":[-64.76055465153783,-9.503053341960664]}"
00000000000000000c25,ctb0033-RO2946,,,1996,42,"{""type"":""Point"",""coordinates"":[-65.56055751243551,-9.810557409707346]}"
00000000000000000c3e,ctb0033-RO2971,3827.0,3609.0,1996,42,"{""type"":""Point"",""coordinates"":[-65.77722077352139,-9.699998458188208]}"
00000000000000000d82,ctb0033-RO3301,4050.0,3746.0,1996,42,"{""type"":""Point"",""coordinates"":[-66.2441644585351,-9.743612925591963]}"
00000000000000000e97,ctb0033-RO3587,3960.0,3839.0,1996,42,"{""type"":""Point"",""coordinates"":[-62.93833408784507,-8.218609283515582]}"
00000000000000000a28,ctb0033-RO2324,3800.0,3762.0,1996,43,"{""type"":""Point"",""coordinates"":[-62.86416586002311,-8.18222301891946]}"
00000000000000000dae,ctb0033-RO3345,3610.0,3423.0,1996,43,"{""type"":""Point"",""coordinates"":[-64.86861204736599,-9.371942393686194]}"
00000000000000000daf,ctb0033-RO3346,3008.0,2899.0,1996,43,"{""type"":""Point"",""coordinates"":[-64.8638898593504,-9.368887909464584]}"
00000000000000000f11,ctb0033-RO3719,4229.0,3901.0,1996,43,"{""type"":""Point"",""coordinates"":[-64.17111054238389,-8.962779740123056]}"
00000000000000000dad,ctb0033-RO3344,4089.0,4042.0,1996,44,"{""type"":""Point"",""coordinates"":[-64.87666518386851,-9.376388117436482]}"
00000000000000000f02,ctb0033-RO3704,3913.0,3853.0,1996,44,"{""type"":""Point"",""coordinates"":[-63.94666614995973,-9.041389232594254]}"
00000000000000000c15,ctb0033-RO2930,3445.0,2898.0,1996,45,"{""type"":""Point"",""coordinates"":[-65.2352794678898,-9.766942942303592]}"
00000000000000000c34,ctb0033-RO2961,3524.0,3565.0,1996,45,"{""type"":""Point"",""coordinates"":[-65.6855550331657,-9.638610013985419]}"
00000000000000000c4c,ctb0033-RO2985,4122.0,3928.0,1996,45,"{""type"":""Point"",""coordinates"":[-66.53944613029427,-9.794442218500192]}"
00000000000000000da5,ctb0033-RO3336,3278.0,3091.0,1996,45,"{""type"":""Point"",""coordinates"":[-65.11111133995554,-9.469445097320845]}"
00000000000000000a5e,ctb0033-RO2378,3349.0,3071.0,1996,46,"{""type"":""Point"",""coordinates"":[-63.914721150012845,-8.682779407674028]}"
00000000000000000c2f,ctb0033-RO2956,3700.0,3571.0,1996,46,"{""type"":""Point"",""coordinates"":[-65.6475010647756,-9.687776062200715]}"
00000000000000000c30,ctb0033-RO2957,3632.0,3694.0,1996,46,"{""type"":""Point"",""coordinates"":[-65.7005554491095,-9.535555729539233]}"
00000000000000000c3c,ctb0033-RO2969,3337.0,3082.0,1996,46,"{""type"":""Point"",""coordinates"":[-64.99305663956555,-9.647777925751306]}"
00000000000000000da6,ctb0033-RO3337,3398.0,3082.0,1996,46,"{""type"":""Point"",""coordinates"":[-65.02860905226468,-9.564165321898141]}"
00000000000000000f22,ctb0033-RO3736,3837.0,3679.0,1996,46,"{""type"":""Point"",""coordinates"":[-63.933890825441615,-8.356943975496632]}"
00000000000000000f29,ctb0033-RO3743,4970.0,4221.0,1996,46,"{""type"":""Point"",""coordinates"":[-63.95166480224065,-8.720833376064135]}"
00000000000000000bf7,ctb0033-RO2900,3355.0,3087.0,1996,47,"{""type"":""Point"",""coordinates"":[-64.59500160672656,-9.280000189065195]}"
00000000000000000c05,ctb0033-RO2914,3321.0,3042.0,1996,47,"{""type"":""Point"",""coordinates"":[-64.71166506758786,-9.407775729751688]}"
00000000000000000e96,ctb0033-RO3586,3840.0,3581.0,1996,47,"{""type"":""Point"",""coordinates"":[-62.913331908238405,-8.218890206881944]}"
00000000000000000e9c,ctb0033-RO3592,3612.0,3533.0,1996,47,"{""type"":""Point"",""coordinates"":[-62.9511094123632,-8.347499599465433]}"
00000000000000000f01,ctb0033-RO3703,3658.0,3567.0,1996,47,"{""type"":""Point"",""coordinates"":[-63.87555686546044,-9.029443300872071]}"
00000000000000000f26,ctb0033-RO3740,4723.0,4450.0,1996,47,"{""type"":""Point"",""coordinates"":[-63.94666614995973,-8.618055555883261]}"
00000000000000000c17,ctb0033-RO2932,3617.0,3464.0,1996,48,"{""type"":""Point"",""coordinates"":[-65.24916510857022,-9.824443050387778]}"
00000000000000000d8e,ctb0033-RO3313,3090.0,2861.0,1996,48,"{""type"":""Point"",""coordinates"":[-64.5541651592791,-9.346668208915263]}"
00000000000000000f2d,ctb0033-RO3747,4123.0,3868.0,1996,48,"{""type"":""Point"",""coordinates"":[-64.08666854573478,-9.041665696859566]}"
00000000000000000a2a,ctb0033-RO2326,3792.0,3709.0,1996,49,"{""type"":""Point"",""coordinates"":[-62.8913886719544,-8.210279682747743]}"
00000000000000000c22,ctb0033-RO2943,3627.0,3472.0,1996,49,"{""type"":""Point"",""coordinates"":[-65.53527886856354,-9.699164606291214]}"
00000000000000000755,ctb0033-RO1470,5438.0,5238.0,1996,50,"{""type"":""Point"",""coordinates"":[-64.14805698993756,-9.558332817720231]}"
00000000000000000d86,ctb0033-RO3305,4088.0,3869.0,1996,51,"{""type"":""Point"",""coordinates"":[-64.49889014262058,-9.295000605008987]}"
00000000000000000e93,ctb0033-RO3583,4613.0,4382.0,1996,52,"{""type"":""Point"",""coordinates"":[-62.945553372450604,-8.119724258554362]}"
00000000000000000c32,ctb0033-RO2959,3447.0,2977.0,1996,53,"{""type"":""Point"",""coordinates"":[-65.6541674208505,-9.563055005735832]}"
00000000000000000f17,ctb0033-RO3725,4497.0,4275.0,1996,53,"{""type"":""Point"",""coordinates"":[-63.38277714894308,-7.979721862779322]}"
00000000000000000c12,ctb0033-RO2927,3639.0,3222.0,1996,54,"{""type"":""Point"",""coordinates"":[-65.25416821995219,-9.691111469788689]}"
00000000000000000f07,ctb0033-RO3709,3913.0,3621.0,1996,54,"{""type"":""Point"",""coordinates"":[-63.849720833956766,-8.842499948307406]}"
00000000000000000a36,ctb0033-RO2338,3501.0,3197.0,1996,55,"{""type"":""Point"",""coordinates"":[-63.01194492803535,-8.37610919182434]}"
00000000000000000e92,ctb0033-RO3582,3697.0,3421.0,1996,55,"{""type"":""Point"",""coordinates"":[-62.92111303957666,-8.16388719538769]}"
00000000000000000ea2,ctb0033-RO3598,3733.0,3597.0,1996,55,"{""type"":""Point"",""coordinates"":[-62.96555689977636,-8.16777999060735]}"
00000000000000000c14,ctb0033-RO2929,4253.0,4224.0,1996,56,"{""type"":""Point"",""coordinates"":[-65.25860948460142,-9.723890321632572]}"
00000000000000000db4,ctb0033-RO3351,4287.0,4123.0,1996,57,"{""type"":""Point"",""coordinates"":[-63.96527843775682,-8.8177786920671]}"
00000000000000000c33,ctb0033-RO2960,3500.0,3154.0,1996,58,"{""type"":""Point"",""coordinates"":[-65.67555772860388,-9.608609182097837]}"
00000000000000000c46,ctb0033-RO2979,3808.0,3663.0,1996,58,"{""type"":""Point"",""coordinates"":[-66.74083251117105,-9.797501161822856]}"
00000000000000000db5,ctb0033-RO3352,4735.0,4450.0,1996,58,"{""type"":""Point"",""coordinates"":[-63.953889893666314,-8.872224315929678]}"
000000000000000008e1,ctb0033-RO1898,4054.0,3903.0,1996,60,"{""type"":""Point"",""coordinates"":[-64.53250284636145,-9.241665297308723]}"
00000000000000000ea1,ctb0033-RO3597,4921.0,4834.0,1996,60,"{""type"":""Point"",""coordinates"":[-62.944443056288286,-8.105000306875887]}"
00000000000000000c24,ctb0033-RO2945,4267.0,4129.0,1996,61,"{""type"":""Point"",""coordinates"":[-65.49444242111606,-9.658609082210123]}"
00000000000000000e91,ctb0033-RO3581,4238.0,4211.0,1996,63,"{""type"":""Point"",""coordinates"":[-62.891112207689076,-8.165001970651053]}"
00000000000000000d89,ctb0033-RO3308,5210.0,4962.0,1996,65,"{""type"":""Point"",""coordinates"":[-64.5183318232136,-9.457775629863978]}"
00000000000000000f13,ctb0033-RO3721,3883.0,3535.0,1996,67,"{""type"":""Point"",""coordinates"":[-64.04194376216871,-9.213613092581493]}"
00000000000000000a63,ctb0033-RO2383,4355.0,4058.0,1996,68,"{""type"":""Point"",""coordinates"":[-63.77972186561978,-8.715277336151539]}"
00000000000000000f0e,ctb0033-RO3716,4245.0,3797.0,1996,70,"{""type"":""Point"",""coordinates"":[-64.08944656569108,-8.760002119717603]}"
000000000000000006d0,ctb0033-RO1153,4514.0,4129.0,1996,71,"{""type"":""Point"",""coordinates"":[-63.658055293376506,-9.713612093704379]}"
00000000000000000db7,ctb0033-RO3354,5236.0,4855.0,1996,73,"{""type"":""Point"",""coordinates"":[-64.06194283039342,-8.863609332694418]}"
00000000000000000bfe,ctb0033-RO2907,5113.0,4935.0,1996,74,"{""type"":""Point"",""coordinates"":[-64.61805515917287,-9.443332601551864]}"
00000000000000000e95,ctb0033-RO3585,4033.0,3887.0,1996,76,"{""type"":""Point"",""coordinates"":[-62.91305544397309,-8.166946138710355]}"
00000000000000000f05,ctb0033-RO3707,5105.0,4834.0,1996,78,"{""type"":""Point"",""coordinates"":[-63.90583416161333,-8.863890256060788]}"
00000000000000000a27,ctb0033-RO2323,5096.0,4956.0,1996,81,"{""type"":""Point"",""coordinates"":[-62.890554820057396,-8.121944890878979]}"
00000000000000000f14,ctb0033-RO3722,5445.0,5373.0,1996,81,"{""type"":""Point"",""coordinates"":[-64.04194376216871,-9.235279864600187]}"
00000000000000000c4e,ctb0033-RO2987,5107.0,4840.0,1996,86,"{""type"":""Point"",""coordinates"":[-66.50166862616948,-9.691387934054005]}"
00000000000000000f2c,ctb0033-RO3746,5541.0,5472.0,1996,86,"{""type"":""Point"",""coordinates"":[-64.18277555073969,-9.070279748319527]}"
00000000000000000f20,ctb0033-RO3734,5855.0,6105.0,1996,87,"{""type"":""Point"",""coordinates"":[-63.86527863753224,-8.347776063730747]}"
00000000000000000c08,ctb0033-RO2917,5367.0,5538.0,1996,89,"{""type"":""Point"",""coordinates"":[-65.36610949279789,-9.68583189414141]}"
00000000000000000f10,ctb0033-RO3718,6674.0,6446.0,1996,91,"{""type"":""Point"",""coordinates"":[-64.13027855403747,-8.829167236157604]}"
00000000000000000d8a,ctb0033-RO3309,5517.0,5377.0,1996,94,"{""type"":""Point"",""coordinates"":[-64.51694504278598,-9.42805572134276]}"
00000000000000000f25,ctb0033-RO3739,6468.0,6231.0,1996,108,"{""type"":""Point"",""coordinates"":[-63.939165941987845,-8.494168351315375]}"
00000000000000000f12,ctb0033-RO3720,6323.0,6304.0,1996,109,"{""type"":""Point"",""coordinates"":[-64.06500177371608,-9.08639048042563]}"
00000000000000000d8f,ctb0033-RO3314,4511.0,3494.0,1996,110,"{""type"":""Point"",""coordinates"":[-64.7863906830415,-9.481667493308338]}"
00000000000000000f0b,ctb0033-RO3713,9291.0,9980.0,1996,175,"{""type"":""Point"",""coordinates"":[-63.963887198228136,-8.748332652260736]}"
