"point_id","year","soc_stock_g_m2","code_muni","name_muni","code_state","abbrev_state","name_state","code_region","name_region","geometry"
"ctb0033-RO3895",1996,3607,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.31944444, -9.14527778)
"ctb0033-RO3896",1996,2428,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.25111111, -9.1775)
"ctb0033-RO3897",1996,2800,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.33861111, -9.285)
"ctb0033-RO3898",1996,1966,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.34916667, -9.24888889)
"ctb0033-RO3899",1996,1171,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.31861111, -9.19166667)
"ctb0053-RO_106_GRANEL",2015,2263,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.8799874376248, -9.53985972020336)
"ctb0053-RO_106_INDEFORMADA",2015,3395,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.8802045618158, -9.53955168480583)
"ctb0053-RO_107_GRANEL",2015,3284,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.7004284726621, -9.53959587079614)
"ctb0053-RO_107_INDEFORMADA",2015,3584,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.6999353953394, -9.54035844906674)
"ctb0053-RO_10_GRANEL",2015,8853,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.0001206767965, -8.28008827569506)
"ctb0053-RO_10_INDEFORMADA",2015,8776,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.9999176247069, -8.2803037675773)
"ctb0053-RO_110_GRANEL",2015,4563,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.1599369360544, -9.53967383721576)
"ctb0053-RO_110_INDEFORMADA",2015,5017,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.159636926237, -9.54004070464361)
"ctb0053-RO_113_GRANEL",2015,3292,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6198681545386, -9.53964901233199)
"ctb0053-RO_113_INDEFORMADA",2015,4374,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6200882594684, -9.53984245110345)
"ctb0053-RO_114_GRANEL",2015,4373,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4403530054543, -9.53960787190753)
"ctb0053-RO_114_INDEFORMADA",2015,4076,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4395284899025, -9.53971433390877)
"ctb0053-RO_117_GRANEL",2014,4164,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9000320140078, -9.54038206190467)
"ctb0053-RO_117_INDEFORMADA",2014,3993,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9003583991812, -9.53966837602486)
"ctb0053-RO_11_GRANEL",2015,3025,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8204421542476, -8.28016393657068)
"ctb0053-RO_11_INDEFORMADA",2015,3423,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8197203359699, -8.27958192132336)
"ctb0053-RO_131_GRANEL",2015,1518,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.5999961282407, -9.72001235875074)
"ctb0053-RO_131_INDEFORMADA",2015,1828,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.5999609992641, -9.72034121235963)
"ctb0053-RO_132_GRANEL",2015,2790,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.4204447514237, -9.71985908915333)
"ctb0053-RO_132_INDEFORMADA",2015,3628,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.4198568154167, -9.72041879389906)
"ctb0053-RO_133_GRANEL",2015,4509,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.2398013047078, -9.71996035190419)
"ctb0053-RO_133_INDEFORMADA",2015,5071,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.240404616897, -9.72018785757375)
"ctb0053-RO_134_GRANEL",2015,4325,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.0603950209389, -9.72040486318909)
"ctb0053-RO_134_INDEFORMADA",2015,5654,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.0599216715939, -9.72009192298266)
"ctb0053-RO_135_GRANEL",2015,3763,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.87979606754, -9.7203158285837)
"ctb0053-RO_135_INDEFORMADA",2015,4157,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.8796484984528, -9.71988659048986)
"ctb0053-RO_136_GRANEL",2015,2937,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.7000592090654, -9.71983474662181)
"ctb0053-RO_136_INDEFORMADA",2015,3129,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.7002269436784, -9.71956355678257)
"ctb0053-RO_13_GRANEL",2014,3843,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9000873263973, -8.46015923651099)
"ctb0053-RO_13_INDEFORMADA",2014,4043,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8997323562066, -8.46037808744136)
"ctb0053-RO_140_GRANEL",2015,3169,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.9800987629827, -9.72029334775241)
"ctb0053-RO_140_INDEFORMADA",2015,3102,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.9803605176908, -9.71990031872538)
"ctb0053-RO_141_GRANEL",2015,2700,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.7999355215532, -9.72009480525318)
"ctb0053-RO_141_INDEFORMADA",2015,3734,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.8004210212582, -9.71963282633135)
"ctb0053-RO_142_GRANEL",2015,4968,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6199390420804, -9.7199468949714)
"ctb0053-RO_143_GRANEL",2015,5043,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4396885721241, -9.71965871829425)
"ctb0053-RO_143_INDEFORMADA",2015,5587,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4403202196521, -9.72024473763826)
"ctb0053-RO_146_GRANEL",2014,3764,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9002144496482, -9.71977446672365)
"ctb0053-RO_146_INDEFORMADA",2014,4403,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9002746242828, -9.72036843700564)
"ctb0053-RO_147_GRANEL",2014,4290,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7202283930687, -9.71961765603808)
"ctb0053-RO_147_INDEFORMADA",2014,3415,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7203378355669, -9.71979743554728)
"ctb0053-RO_159_GRANEL",2015,4354,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.1603805626447, -9.90027321265283)
"ctb0053-RO_159_INDEFORMADA",2015,4550,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.1602603864543, -9.90021006791917)
"ctb0053-RO_15_GRANEL",2014,7634,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.5404799387702, -8.46008262192535)
"ctb0053-RO_15_INDEFORMADA",2014,6907,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.540164687844, -8.46023069985351)
"ctb0053-RO_160_GRANEL",2015,4712,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.9796520382047, -9.89984121551717)
"ctb0053-RO_160_INDEFORMADA",2015,4394,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.9795542482081, -9.8999055409822)
"ctb0053-RO_161_GRANEL",2015,4700,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.7998230951527, -9.89952150589161)
"ctb0053-RO_161_INDEFORMADA",2015,2780,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.7998778550002, -9.89965815718238)
"ctb0053-RO_162_GRANEL",2015,5274,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6197964921948, -9.89993727364937)
"ctb0053-RO_162_INDEFORMADA",2015,4061,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6199679358789, -9.89979645880111)
"ctb0053-RO_16_GRANEL",2015,3786,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.3603379592118, -8.45957376187399)
"ctb0053-RO_16_INDEFORMADA",2015,2948,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.3596924248138, -8.45960192043693)
"ctb0053-RO_18_GRANEL",2015,4106,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.999706185725, -8.45967919956464)
"ctb0053-RO_18_INDEFORMADA",2015,5913,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.9995859506139, -8.4595430720897)
"ctb0053-RO_19_GRANEL",2015,4391,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8203794975189, -8.46042419271713)
"ctb0053-RO_19_INDEFORMADA",2015,2067,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8201268406565, -8.46029930755667)
"ctb0053-RO_1_GRANEL",2015,5825,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.539792767584, -8.10027842633032)
"ctb0053-RO_1_INDEFORMADA",2015,5855,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.5403699221017, -8.09975837318802)
"ctb0053-RO_20_GRANEL",2015,3605,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.6396186852337, -8.45955300562042)
"ctb0053-RO_20_INDEFORMADA",2015,4750,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.6402198610455, -8.46032740006058)
"ctb0053-RO_22_GRANEL",2014,1151,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8997550379587, -8.64005842706537)
"ctb0053-RO_22_INDEFORMADA",2014,1252,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8996512966039, -8.63956261359282)
"ctb0053-RO_23_GRANEL",2014,3471,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7198466361215, -8.64015605212576)
"ctb0053-RO_23_INDEFORMADA",2014,5449,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7198085459928, -8.64024940060427)
"ctb0053-RO_2_GRANEL",2015,2976,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.3611600084297, -8.09992370042913)
"ctb0053-RO_2_INDEFORMADA",2015,3265,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.3610515587343, -8.10024721493143)
"ctb0053-RO_32_GRANEL",2014,5084,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.0801099856661, -8.82029980615748)
"ctb0053-RO_32_INDEFORMADA",2014,5238,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.0804032971552, -8.81971656926058)
"ctb0053-RO_33_GRANEL",2014,4727,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9004131228788, -8.81958227818544)
"ctb0053-RO_33_INDEFORMADA",2014,5497,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8996591562799, -8.81985328155353)
"ctb0053-RO_34_GRANEL",2014,4192,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7198179352269, -8.8198050681725)
"ctb0053-RO_34_INDEFORMADA",2014,4719,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7197459461078, -8.82042470664068)
"ctb0053-RO_47_GRANEL",2014,2845,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4403651049535, -9.00044668333764)
"ctb0053-RO_47_INDEFORMADA",2014,2949,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.4402164651558, -9.00042975331966)
"ctb0053-RO_48_GRANEL",2014,7722,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.2600102285037, -9.00021260665517)
"ctb0053-RO_49_GRANEL",2014,2844,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.0802032795359, -8.99998805662353)
"ctb0053-RO_4_GRANEL",2015,3227,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.9996041119316, -8.09961552796355)
"ctb0053-RO_4_INDEFORMADA",2015,2411,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.999678096412, -8.09977947581316)
"ctb0053-RO_50_GRANEL",2014,5034,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9002388763599, -8.99971634782625)
"ctb0053-RO_50_INDEFORMADA",2014,5935,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8998522964982, -9.00042575615828)
"ctb0053-RO_5_GRANEL",2015,4004,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8199878817147, -8.10019812573636)
"ctb0053-RO_5_INDEFORMADA",2015,4863,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-62.8198928675701, -8.1004332960009)
"ctb0053-RO_65_GRANEL",2014,2563,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6197440163456, -9.18016720543947)
"ctb0053-RO_65_INDEFORMADA",2014,2261,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6201352349402, -9.18009693991107)
"ctb0053-RO_67_GRANEL",2014,5212,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.2602939569452, -9.17968888525564)
"ctb0053-RO_67_INDEFORMADA",2014,4991,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.2596498848229, -9.17977135325873)
"ctb0053-RO_68_GRANEL",2014,4071,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.0802549893791, -9.18007316862188)
"ctb0053-RO_68_INDEFORMADA",2014,5017,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.0797603361769, -9.17955918247408)
"ctb0053-RO_69_GRANEL",2014,4711,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.8999342368905, -9.17979962009268)
"ctb0053-RO_69_INDEFORMADA",2014,5896,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.9004904621502, -9.18003596576958)
"ctb0053-RO_6_GRANEL",2015,6034,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7196982337089, -8.2801468819264)
"ctb0053-RO_6_INDEFORMADA",2015,6663,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.7198463542345, -8.28025014313428)
"ctb0053-RO_85_GRANEL",2015,4414,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.7998525297337, -9.3601518280456)
"ctb0053-RO_85_INDEFORMADA",2015,3666,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.7996328345938, -9.35975560457492)
"ctb0053-RO_86_GRANEL",2015,4279,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6197160353307, -9.35990069444686)
"ctb0053-RO_86_INDEFORMADA",2015,4322,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.6203195440855, -9.36007997293258)
"ctb0053-RO_88_GRANEL",2015,4761,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.2602327504582, -9.35968415540962)
"ctb0053-RO_88_INDEFORMADA",2015,5818,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.2603461725483, -9.36026871037767)
"ctb0053-RO_8_GRANEL",2015,2190,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.359971601837, -8.27991758744671)
"ctb0053-RO_8_INDEFORMADA",2015,2391,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.3603663386419, -8.27956090468735)
"ctb0053-RO_9_GRANEL",2015,3038,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.1799799346504, -8.27961602917612)
"ctb0053-RO_9_INDEFORMADA",2015,3536,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.1796828632971, -8.28024193430078)
"ctb0713-81",NA,2745,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.06667, -9.266667)
"ctb0713-84",NA,4264,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.7667, -9.7667)
"ctb0713-85",NA,4042,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-66.4833, -9.7833)
"ctb0751-11",NA,5385,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.5667, -8.6667)
"ctb0751-13",NA,2561,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.31667, -8.25)
"ctb0751-23",NA,5030,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.51667, -8.483333)
"ctb0751-24",NA,10266,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-63.98333, -8.766667)
"ctb0751-60",NA,3875,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.58333, -9.666667)
"ctb0751-61",NA,6918,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-65.26667, -9.75)
"ctb0751-76",NA,3052,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.16667, -9.816667)
"ctb0751-79",NA,2749,1100205,"Porto Velho",11,"RO","Rondônia",1,"Norte",c(-64.76667, -9.433333)
